source,title,description,content,url,publishedAt
Yahoo Entertainment,Israeli authorities probe suspected Gaza intelligence leak by Netanyahu aide,,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ba432ea6-2f0d-41e1-b659-d31a2650bdfa,
Yahoo Entertainment,Macron riles Netanyahu with jab on Israel's creation,,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_97e971e3-3440-4d91-a79e-be1eb0e0dc50,
PBS,News Wrap: Netanyahu fires Israeli Defense Minister Yoav Gallant,"In our news wrap Tuesday, Israeli Prime Minister Netanyahu fired his defense minister Yoav Gallant amid a growing rift, Ukrainian troops have engaged with North Korean soldiers for the first time since they were deployed to fight for Russia and Boeing workers…","In our news wrap Tuesday, Israeli Prime Minister Netanyahu fired his defense minister Yoav Gallant amid a growing rift, Ukrainian troops have engaged with North Korean soldiers for the first time sin… [+157 chars]",https://www.pbs.org/newshour/show/news-wrap-netanyahu-fires-israeli-defense-minister-yoav-gallant,
The Week Magazine,"Netanyahu fires defense minister, sparking protests","Yoav Gallant and Netanyahu have clashed for years. The Israeli prime minister first tried to fire the defense minister in 2023, but backed off following a public outcry.","What happened  Israeli Prime Minister Benjamin Netanyahu dismissed Defense Minister Yoav Gallant Tuesday, sidelining a popular rival as Israel fights grinding wars in Gaza and Lebanon. Gallant's firi… [+2244 chars]",https://theweek.com/politics/netanyahu-fires-yoav-gallant-israel,
RT,Netanyahu made Iran strikes promise to Biden – WaPo,"Israel has told the US that it will only attack military targets in Iran when it launches its retaliation, The Washington Post has learned Read Full Article at RT.com","Israeli Prime Minister Benjamin Netanyahu has told US President Joe Biden that he intends to strike only military targets in Iran when Israel retaliates for the latest Iranian missile barrage, The Wa… [+2400 chars]",https://www.rt.com/news/605733-netanyahu-biden-iran-strike/,
RT,Trump told Netanyahu to end war – Israeli media,The former US president reportedly told the Israeli leader to wrap up operations in Gaza by inauguration day Read Full Article at RT.com,"Former US President Donald Trump told Israeli Prime Minister Benjamin Netanyahu that he wants the war in Gaza over before he takes office in January, assuming he wins next week’s presidential electio… [+2471 chars]",https://www.rt.com/news/606760-trump-israel-end-war/,
Juancole.com,Israel’s Limited Strikes on Iran show the Enormous Constraints faced by Netanyahu,Ann Arbor (Informed Comment) - The limited strikes on Iran carried out by Israeli fighter-jets early on Saturday morning Tehran time above all demonstrated the constraints under which even this extremist Israeli government has to operate. The bombings are sai…,Ann Arbor (Informed Comment) – The limited strikes on Iran carried out by Israeli fighter-jets early on Saturday morning Tehran time above all demonstrated the constraints under which even this extre… [+5064 chars],https://www.juancole.com/2024/10/enormous-constraints-netanyahu.html,
Juancole.com,"Netanyahu, Delirious at Trump’s Return, Dumps his Defense Minister to Pursue Complete Occupation of Gaza","Oakland, Ca. (Special to Informed Comment; Feature) - It was no coincidence that Israeli PM Benjamin “Bibi” Netanyahu chose the US Election Day to fire his Defense Minister, Yoav Gallant, when Washington was too distracted to respond. With Bibi, everything is…","Oakland, Ca. (Special to Informed Comment; Feature) – It was no coincidence that Israeli PM Benjamin “Bibi” Netanyahu chose the US Election Day to fire his Defense Minister, Yoav Gallant, when Washin… [+7281 chars]",https://www.juancole.com/2024/11/netanyahu-delirious-occupation.html,
Juancole.com,"Blinken and Austin Scold Netanyahu over Gaza Atrocities, playing Cynical Presidential Politics",Ann Arbor (Informed Comment) - Barak Ravid at Axios got the scoop. He was leaked a letter from Secretary of State Antony Blinken and Secretary of Defense Lloyd Austin to Israeli PM Benjamin Netanyahu and Defense Minister Yoav Gallant accusing them of reneging…,Ann Arbor (Informed Comment) – Barak Ravid at Axios got the scoop. He was leaked a letter from Secretary of State Antony Blinken and Secretary of Defense Lloyd Austin to Israeli PM Benjamin Netanyahu… [+13277 chars],https://www.juancole.com/2024/10/netanyahu-atrocities-presidential.html,
Juancole.com,The Rift over Gaza between Israel and Western Allies Deepens: Macron v. Netanyahu,"By Imran Khalid | - ( Foreign Policy in Focus ) - It took nearly a year for French President Emmanuel Macron to confront the uncomfortable truth: the path to peace in Gaza cannot be paved with more weapons to Israel. His recent remarks, sharp and unapologetic…",By Imran Khalid | –  ( Foreign Policy in Focus ) – It took nearly a year for French President Emmanuel Macron to confront the uncomfortable truth: the path to peace in Gaza cannot be paved with more … [+5309 chars],https://www.juancole.com/2024/10/between-western-netanyahu.html,
RT,‘Netanyahu will want a lot from him’: Can Trump reconcile Israel and Iran?,"The US president-elect has promised to end wars in the Middle East, but experts believe it will be no easy task Read Full Article at RT.com","Donald Trump's landslide victory has sent shockwaves through liberal circles in the US and Europe, but in many countries of the Middle East, his comeback has brought a glimpse of hope that wars could… [+7445 chars]",https://www.rt.com/news/607501-us-trump-middle-east/,
International Business Times,Israel's Netanyahu Hoping For Trump Triumph,"With the US presidential election heading into the home stretch, Israeli Prime Minister Benjamin Netanyahu will likely be hoping for Donald Trump to return to the White House.","With the US presidential election heading into the home stretch, Israeli Prime Minister Benjamin Netanyahu will likely be hoping for Donald Trump to return to the White House.  Trump's last time in o… [+4349 chars]",https://www.ibtimes.com/israels-netanyahu-hoping-trump-triumph-3748311,
Breitbart News,Netanyahu Tells UN Forces to Leave Lebanon: Hezbollah's 'Human Shields',"Israeli Prime Minister Benjamin Netanyahu published a statement Sunday urging the United Nations to withdraw so-called ""peacekeeping"" troops from Lebanon because they were acting as ""human shields"" for Hezbollah terrorists. The post Netanyahu Tells UN Forces …",Israeli Prime Minister Benjamin Netanyahu published a statement Sunday urging the United Nations to withdraw so-called “peacekeeping” troops from Lebanon because they were acting as “human shields” f… [+4043 chars],https://www.breitbart.com/middle-east/2024/10/13/netanyahu-tells-un-forces-to-leave-lebanon-hezbollahs-human-shields/,
Breitbart News,"Netanyahu Blasts Macron over 'United Nations' Insult, Lebanon Policy",Israeli Prime Minister Benjamin Netanyahu blasted French President Emmanuel Macron on Tuesday after the European leader insulted Israel by suggesting that it would not have existed except for the United Nations. The post Netanyahu Blasts Macron over ‘United N…,Israeli Prime Minister Benjamin Netanyahu blasted French President Emmanuel Macron on Tuesday after the European leader insulted Israel by suggesting that it would not have existed except for the Uni… [+3865 chars],https://www.breitbart.com/middle-east/2024/10/15/netanyahu-blasts-macron-united-nations-attempts-to-intervene-in-lebanon/,
Breitbart News,Netanyahu Offers Millions of Dollars to Palestinians Who Free Hostages,"Israeli Prime Minister Benjamin Netanyahu is offering millions of dollars, plus safe passage out of Gaza, for any Palestinians who free Israeli hostages that they are holding captive. The post Netanyahu Offers Millions of Dollars to Palestinians Who Free Host…","Israeli Prime Minister Benjamin Netanyahu is offering millions of dollars, plus safe passage out of Gaza, for any Palestinians who free Israeli hostages that they are holding captive.  The Times of I… [+2094 chars]",https://www.breitbart.com/middle-east/2024/11/05/netanyahu-offers-millions-of-dollars-to-palestinians-who-free-hostages/,
Breitbart News,Netanyahu Sends Planes to Rescue Israelis from Amsterdam,Israeli Prime Minister Benjamin Netanyahu sent two planes to Amsterdam in The Netherlands to rescue Israelis from rampaging pro-Palestinian mobs who attacked them in the streets after the local Ajax soccer team defeated Israel's Maccabi Tel Aviv. The post Net…,Israeli Prime Minister Benjamin Netanyahu sent two planes to Amsterdam in The Netherlands to rescue Israelis from rampaging pro-Palestinian mobs who attacked them in the streets after the local Ajax … [+1797 chars],https://www.breitbart.com/sports/2024/11/07/netanyahu-sends-planes-to-rescue-israelis-from-amsterdam/,
Breitbart News,Report: ICC Prosecutor Seeking Netanyahu Arrest Faces Sexual Misconduct Allegation,"International Criminal Court (ICC) officials confirmed to the Daily Mail this weekend that they had been made aware of an alleged accusation of sexual harassment against top prosecutor Karim Khan, who himself denied any wrongdoing and suggested he and his fam…","International Criminal Court (ICC) officials confirmed to the Daily Mail this weekend that they had been made aware of an alleged accusation of sexual harassment against top prosecutor Karim Khan, wh… [+6987 chars]",https://www.breitbart.com/middle-east/2024/10/21/report-icc-prosecutor-seeking-netanyahu-arrest-faces-sexual-misconduct-allegation/,
Raw Story,Netanyahu replaces fired Israeli Defense Minister with 'another genocidal lunatic',"Palestine defenders on Tuesday accused Israeli Prime Minister Benjamin Netanyahu of swapping one ""genocidal lunatic"" for another after the right-wing leader fired Defense Minister Yoav Gallant and replaced him with Israel Katz, who was serving as foreign mini…","Palestine defenders on Tuesday accused Israeli Prime Minister Benjamin Netanyahu of swapping one ""genocidal lunatic"" for another after the right-wing leader fired Defense Minister Yoav Gallant and re… [+3960 chars]",https://www.rawstory.com/netanyahu-replaces-fired-israeli-defense-minister-with-another-genocidal-lunatic/,
[Removed],[Removed],[Removed],[Removed],https://removed.com,
CBS News,"No injuries after drone strike launched at Netanyahu home, Israel says","Israel's government says a drone was launched toward the prime minister's house, with no casualties.","A drone was launched toward Prime Minister Benjamin Netanyahu's home on Saturday, the Israeli government said.   Sirens wailed Saturday morning, warning of incoming fire from Lebanon. The drone was l… [+5740 chars]",https://www.cbsnews.com/news/drone-strike-benjamin-netanyahu-israel-gaza-lebanon-hamas/,
